nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos
SEBASTIAN PINERA ECHENIQUE,ILB,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Piñera_Echenique,Sebastián,Piñera,Echenique,,1 de Noviembre de 1949,Santiago,6 de Febrero de 2024,,0,0
SERGIO PIZARRO,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Pizarro_Mackay,Sergio,Pizarro,Mackay,Abogado,19 de Marzo de 1939,Copiapó,19 de Febrero de 2001,,0,dos
VICTOR MANUEL REBOLLEDO GONZALEZ,PPD,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Manuel_Rebolledo_González,Víctor Manuel,Rebolledo,González,Doctor en Derecho,6 de Junio de 1949,Illapel,,,1,0
AKIN SOTO MORALES,PPD,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Akin_Soto_Morales,Juan Akin,Soto,Morales,Carpintero,27 de Diciembre de 1933,San Antonio,15 de Diciembre de 1992,,1,cuatro
JUAN CARLOS LATORRE CARMONA,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Carlos_Latorre_Carmona,Juan Carlos,Latorre,Carmona,Ingeniero,25 de Marzo de 1949,Pedro de Valdivia,,,1,seis
JUAN PABLO LETELIER MOREL,PAIS,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Pablo_Letelier_Morel,Juan Pablo,Letelier,Morel,Máster en Economía y Política Internacional,07 de Enero de 1961,Santiago,,,1,tres
ADRIANA MUNOZ DALBORA,PPD,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Adriana_Muñoz_D'Albora,Adriana Blanca Cristina,Muñoz,D'Albora,Magister en Sociología,25 de Septiembre de 1948,Santiago,,,0,0
ALFONSO RODRIGUEZ DEL RIO,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Alfonso_Rodríguez_del_Río,José Alfonso,Rodríguez,del Río,,29 de Enero de 1948,,,,1,cuatro
ANDRES AYLWIN AZOCAR,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andr%C3%A9s_Aylwin_Az%C3%B3car,ANDRES,AYLWIN,AZOCAR,Abogado,20 de junio de 1925,Viña del Mar,20 de agosto de 2018,,1,cuatro
ANDRES ZALDIVAR LARRAIN,DC,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Zaldívar_Larraín,José Andrés Rafael,Zaldívar,Larraín,Abogado,18 de Marzo de 1936,Santiago,,,1,cuatro
JOSE MIGUEL ORTIZ NOVOA,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres
JOSE ANTONIO VIERA-GALLO QUESNEY,PPD,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Viera_Gallo_Quesney,José Antonio,Viera Gallo,Quesney,Abogado,2 de Diciembre de 1943,Santiago,,,1,0
RENE MANUEL GARCIA GARCIA,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García,René Manuel,García,García,Perito Agrícola,24 de Mayo de 1950,Cunco,,,1,tres
ANSELMO SULE CANDIA,ILA,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vladimir_Anselmo_Sule_Candia,Vladimir Anselmo,Sule,Candia,Abogado,27 de Enero de 1934,,7 de Junio de 2002,,0,0
JOSE ANTONIO GALILEA VIDAURRE,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Galilea_Vidaurre,José Antonio,Galilea,Vidaurre,Técnico Agrícola,19 de Noviembre de 1961,Santiago,,,1,0
JUAN ENRIQUE TALADRIZ GARCIA,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Enrique_Taladriz_García,Juan Enrique,Taladriz,García,,3 de Marzo de 1946,Temuco,26 de Octubre de 2019,,1,0
ARTURO ALESSANDRI BESA,ILB,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Alessandri_Besa,ARTURO,ALESSANDRI,BESA,Abogado,31 de Octubre de 1923,Santiago,13 de Julio de 2022,,1,cuatro
JUAN ALBERTO PEREZ MUNOZ,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Alberto_Pérez_Muñoz,Juan Alberto,Pérez,Muñoz,Ingeniero en Ejecución.,13 de Marzo de 1948,Dalcahue,,,1,0
CARLOS IGNACIO KUSCHEL SILVA,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ignacio_Kuschel_Silva,Carlos Ignacio,Kuschel,Silva,Ingeniero Comercial,16 de Marzo de 1953,Frutillar,,,1,0
ARTURO FREI BOLIVAR,DC,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Erwin_Arturo_Frei_Bol%C3%ADvar,ERWIN ARTURO,FREI,BOLIVAR,Abogado,18 de Noviembre de 1939,Santiago,13 de Enero de 2022,,1,uno
JUAN ANTONIO COLOMA CORREA,UDI,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Antonio_Coloma_Correa,Juan Antonio,Coloma,Correa,Abogado,15 de Julio de 1956,Santiago,,,1,ocho
BALDEMAR CARRASCO MUNOZ,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldemar_Carrasco_Mu%C3%B1oz,BALDEMAR,CARRASCO,MUÑOZ,Profesor de Castellano,24 de Septiembre de 1931,Coyhaique,,,1,dos
BRUNO SIEBERT,ILB,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bruno_Guillermo_Siebert_Held,Bruno Guillermo,Siebert,Held,"Militar, General de Ejército (r)",13 de Marzo de 1933,"Puerto Octay, Chile",19 de Mayo de 2024,,1,0
CARLOS CANTERO OJEDA,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Cantero_Ojeda,CARLOS,CANTERO,GARCÍA,Geógrafo,11 de Noviembre de 1956,Punta Arenas,,,1,tres
MARIA ANGELICA CRISTI MARFIL,ILB,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Angélica_Cristi_Marfil,María Angélica,Cristi,Marfil,Licenciada en sociología,13 de Octubre de 1941,Santiago,,,0,tres
CARLOS DUPRE SILVA,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Dupr%C3%A9_Silva,CARLOS,DUPRE,SILVA,,12 de Enero de 1944,Santiago,,,1,cuatro
CLAUDIO HUEPE GARCIA,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Humberto_Huepe_Garc%C3%ADa,CLAUDIO HUMBERTO,HUEPE,GARCIA,Ingeniero Civil Industrial,25 de Noviembre de 1939,Chillán,11 de Mayo de 2009,,1,tres
DIONISIO VENTURAFAULBAUM MAYO,PR,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Dionisio_Ventura_Faulbaum_Mayorga,Dionisio Ventura,Faulbaum,Mayorga,Biólogo marino,30 de Enero de 1961,Puerto Montt,,,1,un
EDUARDO CERDA GARCIA,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Antonio_Cerda_Garc%C3%ADa,Eduardo Antonio,Cerda,García,Ingeniero Agrónomo,1 de Enero de 1933,Santiago,,,1,siete
ENRIQUE LARRE ASENJO,ILB,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Larre_Asenjo,Enrique,Larre,Asenjo,Ingeniero Agrónomo,22 de Febrero de 1933,La Unión,,,0,0
FRANCISCO BARTOLUCCI JOHNSTON,UDI,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Bartolucci_Johnston,Mario Francisco,Bartolucci,Johnston,Abogado,24 de Noviembre de 1949,Santiago,,,1,0
GUSTAVO CARDEMIL ALFARO,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Cardemil_Alfaro,Gustavo,Cardemil,Alfaro,Químico Industrial,10 de Abril de 1920,Quillota,11 de Julio de 2008,,0,0
GUSTAVO RAMIREZ VERGARA,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Ram%C3%ADrez_Vergara,Gustavo,Ramírez,Vergara,Ingeniero Químico,3 de Mayo de 1932,Curepto,31 de Julio de 2019,,0,0
HECTOR OLIVARES SOLIS,ILA,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/H%C3%A9ctor_Luis_Olivares_Sol%C3%ADs,Héctor Luis,Olivares,Solís,Ingeniero de Ejecución en Minas,22 de Agosto de 1924,"Rancagua, Chile",2 de Febrero de 2009,,0,0
HERNAN BOSSELIN CORREA,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Hernán_Bosselin_Correa,Carlos Hernán,Bosselin,Correa,Abogado,31 de Diciembre de 1943,Concepción,,,1,0
HOSAIN SABAG CASTILLO,IND,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hosain_Sabag_Castillo,Hosain,Sabag,Castillo,Contador,5 de Marzo de 1937,"Cabrero, Chile",,,1,tres
HUGO ALAMOS VASQUEZ,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_%C3%81lamos_V%C3%A1squez,Hugo,Álamos,Vásquez,Ingeniero Agrónomo,22 de Agosto de 1932,Santiago,,,0,0
HUMBERTO PALZA CORVACHO,DC,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Humberto_Manuel_Palza_Corvacho,Humberto Manuel,Palza,Carvacho,Profesor de Inglés,25 de Diciembre de 1936,Arica,6 de Mayo de 1998,,0,0
JORGE LAVANDERO ILLANES,DC,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Exequiel_Lavandero_Illanes,Jorge Exequiel,Lavandero,Illanes,,6 de Mayo de 1930,"Renaico, Región de La Araucanía",,,1,tres
JOSE MARIA HURTADO RUIZ-TAGLE,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_María_Hurtado_Ruiz_Tagle,Gerardo José María,Hurtado,Ruiz Tagle,Ingeniero de Ejecución en Pesca,5 de Marzo de 1945,Santiago,24 de Septiembre de 2018,,1,tres
MARIA MALUENDA CAMPOS,PPD,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_biograficas/wiki/Mar%C3%ADa_Adela_Maluenda_Campos,María Adela,Maluenda,Campos,,6 de Marzo de 1920,Santiago,29 de Agosto de 2011,,0,0
MARIANO RUIZ-ESQUIDE JARA,DC,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Mariano_Ruiz-Esquide_Jara,Sergio Mariano,Ruiz Esquide,Jara,Médico Cirujano,10 de Mayo de 1930,Talcahuano,20 de Enero de 2024,,1,tres
MARIO HAMUY BERR,DC,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Hamuy_Berr,Mario,Hamuy,Berr,,10 de Agosto de 1926,Santiago,6 de Marzo de 2011,,0,0
MARIO PALESTRO ROJAS,ILA,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Palestro_Rojas,Mario,Palestro,Rojas,,2 de Noviembre de 1921,Santiago,10 de Mayo de 2000,,0,0
PEDRO GUZMAN ALVAREZ,UDI,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pedro_Guzmán_Álvarez,José Pedro,Guzmán,Álvarez,Agricultor,30 de Diciembre de 1943,Santiago,03 de Diciembre de 2011,,0,0
PEDRO PABLO ALVAREZ-SALAMAN BUCHI,RN,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Büchi,Pedro Pablo,Álvarez Salamanca,Büchi,Profesor de Estado en Biología y Ciencias; Empresario Agrícola,10 de Abril de 1948,Santiago,3 de Septiembre de 2008,,1,0
RICARDO HORMAZABAL SANCHEZ,DC,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Ricardo_Hormaz%C3%A1bal_S%C3%A1nchez,Luis Ricardo,Hormazábal,Sánchez,Abogado,7 de Julio de 1946,Santiago,,,0,0
RICARDO NAVARETE BETANZO,PR,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Navarrete_Betanzo,Ricardo,Navarrete,Betanzo,Ingeniero Comercial,14 de Noviembre de 1949,Mulchén,,,1,tres
ROBERTO MUNOZ BARRA,ILA,diputados,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Mu%C3%B1oz_Barra,Roberto,Muñoz,Barra,Profesor Normalista,28 de Enero de 1936,Lautaro,,,1,tres
SERGIO DIEZ URZUA,ILB,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Eduardo_de_Praga_Diez_Urz%C3%BAa,Sergio Eduardo de Praga,Diez,Urzúa,Abogado,2 de Abril de 1925,Curicó,29 de Junio de 2015,,0,0
SERGIO ONOFRE JARPA REYES,RN,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Onofre_Jarpa_Reyes,Sergio Onofre,Jarpa,Reyes,"Agricultor, Empresario",8 de Marzo de 1921,Rengo,19 de Abril de 2020,,1,dos
SERGIO PAEZ VERDUGO,DC,senadores,1990,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_P%C3%A1ez_Verdugo,Sergio,Páez,Verdugo,"Contador General, Empresario, Dirigente sindical",1 de Junio de 1933,Santiago,,,0,0
LUIS LEBLANC VALENZUELA,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Leblanc_Valenzuela,Luis Enrique,Leblanc,Valenzuela,Asistente Social,12 de Abril de 1950,Santiago,19 de Agosto de 2017,,1,tres
CARLOS VALCARCE MEDINA,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Valcarce_Medina,Carlos Raúl,Valcarce,Medina,Ingeniero Comercial,26 de Abril de 1950,Arica,,,1,0
VLADISLAV KUZMICIC CALDERON,PPD,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vladislav_Kuzmicic_Calderón,Vladislav,Kuzmicic,Calderón,Médico cardiólogo,23 de Octubre de 1945,Iquique,,,1,0
RAMON PEREZ OPAZO,ILB,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Segundo_Pérez_Opazo,Ramón Segundo,Pérez,Opazo,Perito Dactiloscópico,3 de Diciembre de 1933,Iquique,12 de Junio de 2005,,1,seis
FELIPE VALENZUELA HERRERA,PPD,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Valenzuela_Herrera,Felipe Ignacio,Valenzuela,Herrera,"Profesor Normalista, Abogado",8 de Octubre de 1941,Arica,,,1,cuatro
RUBEN GAJARDO CHACON,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rubén_Gajardo_Chacón,Rubén,Gajardo,Chacón,Abogado,26 de Abril de 1936,Valparaíso,,,1,una
NICANOR ARAYA,ILA,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicanor_De_la_Cruz_Araya,Nicanor,Araya,,Minero,4 de Marzo de 1938,Combarbalá,,,1,0
ARMANDO ARANCIBIA CALDERON,PPD,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Armando_Arancibia_Calderón,Armando,Arancibia,Calderón,Abogado,6 de Enero de 1941,Santiago,24 de Febrero de 2016,,1,6
BALDO PROKURICA PROKURICA,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldo_Prokurica_Prokurica,Baldo,Prokurica,Prokurica,Abogado,2 de Julio de 1958,Vallenar,,,1,dos
CARLOS VILCHES GUZMAN,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Alfredo_Vilches_Guzmán,Carlos Alfredo,Vilches,Guzmán,Ingeniero en metalurgia,20 de Octubre de 1944,Santiago,,,1,tres
JOAQUIN PALMA IRARRAZAVAL,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_Salvador_José_María_Antonio_Palma_Irarrázaval,Joaquín Salvador José María Antonio,Palma,Irarrázaval,Ingeniero Civil,2 de Febrero de 1943,La Serena,17 de Agosto de 2013,,0,0
EUGENIO MUNIZAGA RODRIGUEZ,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Munizaga_Rodríguez,Eugenio Fernando,Munizaga,Rodríguez,,6 de Abril de 1941,La Serena,11 de Mayo de 2018,,1,tres
JULIO ROJOS ASTORGA,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Rojos_Astorga,Julio,Rojos,Astorga,Técnico Agrícola,13 de Enero de 1953,Los Vilos,,,1,0
JORGE PIZARRO SOTO,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Pizarro_Soto,Jorge,Pizarro,Soto,,21 de Abril de 1952,Ovalle,,,0,cinco
JORGE MORALES ADRIASOLA,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Morales_Adriasola,Jorge,Morales,Adriasola,Médico cirujano,2 de Octubre de 1931,Ancud,04 de Octubre de 2019,,1,una
SERGIO VELASCO DE LA CERDA,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Velasco_de_la_Cerda,Sergio,Velasco,de la Cerda,,21 de Noviembre de 1945,San Antonio,,,1,tres
FEDERICO RINGELING HUNGER,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Federico_Ringeling_Hunger,Federico José Miguel,Ringeling,Hunger,Abogado,8 de Julio de 1954,Santiago,,,1,tres
SERGIO JARA CATALAN,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Jara_Catalán,Sergio Raúl,Jara,Catalán,Abogado,9 de Octubre de 1946,Los Angeles,,,1,0
CLAUDIO RODRIGUEZ CATALDO,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Rodríguez_Cataldo,Claudio,Rodríguez,Cataldo,,28 de Septiembre de 1954,San Felipe,,,1,tres
ALDO CORNEJO GONZALEZ,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aldo_Cornejo_González,Aldo,Cornejo,González,Abogado,19 de Abril de 1955,Curicó,,Católica,1,cuatro
JORGE MOLINA VALDIVIESO,PPD,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Molina_Valdivieso,Jorge,Molina,Valdivieso,Abogado,16 de Febrero de 1932,Talcahuano,,,1,0
ARTURO LONGTON GUERRERO,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Longton_Guerrero,Arturo,Longton,Guerrero,Abogado,25 de Junio de 1948,Limache,03 de Julio de 2015,,1,tres
RAUL URRUTIA AVILA,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Urrutia_Ávila,Raúl,Urrutia,Ávila,Abogado,1 de Mayo de 1950,Viña del Mar,,,1,0
HUGO RODRIGUEZ GUERRERO,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Rodríguez_Guerrero,Hugo,Rodríguez,Guerrero,,17 de Julio de 1937,Viña del Mar,06 de Junio de 2003,,1,0
JUAN MASFERRER PELLIZZARI,ILB,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Masferrer_Pellizzari,Juan Alfonso Manuel,Masferrer,Pellizzari,Técnico en Motores a Reacción,19 de Noviembre de 1940,Angol,28 de Diciembre de 2017,,0,0
ANDRES CHADWICK PINERA,UDI,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Pío_Bernardino_Chadwick_Piñera,Andrés Pío Bernardino,Chadwick,Piñera,Abogado,2 de Enero de 1956,Santiago,,,1,cuatro
FEDERICO MEKIS MARTINEZ,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Federico_Mekis_Martínez,Federico Andrés,Mekis,Martínez,Abogado,14 de Agosto de 1954,,,,1,0
MANUEL MATTA ARAGAY,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Ramón_Matta_Aragay,Manuel José Ramón,Matta,Aragay,Abogado,10 de Noviembre de 1946,Talca,,,1,tres
JAIME NARANJO ORTIZ,ILA,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,Jaime,Naranjo,Ortiz,Magíster en Economía Agraria,12 de Enero de 1951,Melipilla,,,1,cinco
LUIS NAVARRETE CARVACHO,ILB,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Navarrete_Carvacho,Luis Osvaldo,Navarrete,Carvacho,,27 de Septiembre de 1925,"Pocuro, Los Andes",30 de Noviembre de 2006,,1,dos
JAIME CAMPOS QUIROGA,PR,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Campos_Quiroga,Jaime,Campos,Quiroga,Abogado,16 de Febrero de 1953,Constitución,,,1,0
SERGIO CORREA DE LA CERDA,UDI,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Correa_de_la_Cerda,Sergio,Correa,de la Cerda,Agricultor,12 de Mayo de 1938,Curicó,,,0,0
SERGIO AGUILO MELO,ILA,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Aguiló_Melo,Sergio,Aguiló,Melo,Ingeniero Comercial,9 de Febrero de 1953,Santiago,,,1,tres
EUGENIO ORTEGA RIQUELME,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Ortega_Riquelme,Eugenio,Ortega,Riquelme,Sociólogo,14 de Junio de 1940,Constitución,27 de Septiembre de 2013,,1,tres
OCTAVIO JARA WOLFF,PPD,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Octavio_Jara_Wolff,Octavio,Jara,Wolff,Abogado,22 de Julio de 1944,Los Ángeles,30 de Diciembre de 2001,,1,dos
VICTOR PEREZ VARELA,ILB,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Pérez_Varela,Víctor José,Pérez,Varela,Abogado,18 de Octubre de 1954,Santiago,,,1,0
JAIME ROCHA MANRIQUE,PR,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Rocha_Manrique,Jaime,Rocha,Manrique,Abogado,4 de Noviembre de 1938,Lebu,1 de Octubre de 2012,,1,tres
ISIDORO TOHA GONZALEZ,ILA,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Isidoro_Tohá_González,Isidoro,Tohá,González,Médico Cirujano,24 de Enero de 1930,Chillán,16 de Junio de 2007,,1,0
EDMUNDO SALAS DE LA FUENTE,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edmundo_Salas_de_La_Fuente,Edmundo,Salas,de La Fuente,Relacionador Público,9 de Septiembre de 1936,Lota,,,1,siete
JUAN MARTINEZ SEPULVEDA,PAIS,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Martínez_Sepúlveda,Juan,Martínez,Sepúlveda,"Técnico en Refrigeración Industrial, Empresario Locomoción Colectiva",25 de Septiembre de 1943,Concepción,,,1,tres
VICTOR JEAME BARRUETO,PPD,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Jeame_Barrueto,Víctor,Jeame,Barrueto,"Ingeniero Comercial, Economista",1 de Julio de 1953,"Madrid, España",,,1,0
JORGE ULLOA AGUILLON,UDI,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Iván_Ulloa_Aguillón,Jorge Iván,Ulloa,Aguillón,Profesor de Historia y Geografía,15 de Septiembre de 1958,Talcahuano,,,1,0
EDMUNDO VILLOUTA CONCHA,DC,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edmundo_Villouta_Concha,Edmundo,Villouta,Concha,,17 de Septiembre de 1926,Mulchén,4 de Noviembre de 2020,,1,siete
FRANCISCO BAYO VELOSO,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Leandro_Bayo_Veloso,Francisco Leandro,Bayo,Veloso,Médico Cirujano,13 de Marzo de 1933,Angol,,,0,0
JOSE PENA MEZA,PR,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Peña_Meza,José Apolonio,Peña,Meza,Abogado,5 de Octubre de 1951,Carahue,,,1,0
TEODORO RIBERA NEUMANN,RN,diputados,1991,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Teodoro_Ribera_Neumann,Teodoro Javier,Ribera,Neumann,Doctor en Derecho,25 de Mayo de 1958,Temuco,,,1,cuatro
